V1,V2,V3,V4,V5,Average
0.997323818019625,0.997100802854594,0.99821587867975,0.997992863514719,0.999107939339875,0.997948260481713
0.997769848349688,0.99821587867975,0.996208742194469,0.997100802854594,0.997323818019625,0.997323818019625
0.999330954504906,0.997546833184657,0.99821587867975,0.999107939339875,0.999107939339875,0.998661909009813
0.999107939339875,0.999330954504906,0.997992863514719,0.998884924174844,0.999553969669938,0.998974130240856
0.99821587867975,0.998661909009813,0.999107939339875,0.998661909009813,0.998884924174844,0.998706512042819
0.998661909009813,0.998884924174844,0.999107939339875,0.998884924174844,0.999107939339875,0.99892952720785
0.998661909009813,0.998884924174844,0.998884924174844,0.998438893844781,0.998661909009813,0.998706512042819
0.998438893844781,0.999107939339875,0.998884924174844,0.998884924174844,0.999330954504906,0.99892952720785
0.997992863514719,0.998884924174844,0.998884924174844,0.998884924174844,0.999107939339875,0.998751115075825
0.998661909009813,0.999330954504906,0.999330954504906,0.998438893844781,0.999553969669938,0.999063336306869
0.999330954504906,0.998661909009813,0.998884924174844,0.998661909009813,0.999107939339875,0.99892952720785
0.998661909009813,0.998884924174844,0.997769848349688,0.997992863514719,0.999107939339875,0.998483496877788
0.998661909009813,0.999107939339875,0.997546833184657,0.99821587867975,0.998884924174844,0.998483496877788
0.998884924174844,0.998661909009813,0.997769848349688,0.997992863514719,0.999107939339875,0.998483496877788
0.998661909009813,0.998438893844781,0.997769848349688,0.998438893844781,0.998661909009813,0.998394290811775
0.998884924174844,0.997992863514719,0.997769848349688,0.998661909009813,0.998438893844781,0.998349687778769
0.998884924174844,0.997769848349688,0.997769848349688,0.998884924174844,0.998438893844781,0.998349687778769
0.998661909009813,0.997323818019625,0.997769848349688,0.998884924174844,0.99821587867975,0.998171275646744
0.998438893844781,0.997100802854594,0.997769848349688,0.998661909009813,0.998438893844781,0.998082069580732
0.998438893844781,0.996877787689563,0.997992863514719,0.998438893844781,0.998438893844781,0.998037466547725
0.998884924174844,0.997100802854594,0.998438893844781,0.998661909009813,0.998438893844781,0.998305084745763
0.998661909009813,0.997100802854594,0.999330954504906,0.998438893844781,0.998438893844781,0.998394290811775
0.998438893844781,0.997323818019625,0.999553969669938,0.998438893844781,0.998884924174844,0.998528099910794
0.998438893844781,0.997323818019625,0.999553969669938,0.998438893844781,0.998884924174844,0.998528099910794
0.997992863514719,0.997323818019625,0.999553969669938,0.99821587867975,0.998884924174844,0.998394290811775
0.99821587867975,0.997323818019625,0.999330954504906,0.998438893844781,0.998661909009813,0.998394290811775
0.99821587867975,0.997100802854594,0.999330954504906,0.998438893844781,0.998661909009813,0.998349687778769
0.99821587867975,0.997100802854594,0.999330954504906,0.99821587867975,0.998884924174844,0.998349687778769
0.99821587867975,0.996877787689563,0.999330954504906,0.998438893844781,0.998884924174844,0.998349687778769
0.998438893844781,0.997100802854594,0.999330954504906,0.998438893844781,0.998884924174844,0.998438893844781
0.998438893844781,0.997100802854594,0.999330954504906,0.998438893844781,0.999107939339875,0.998483496877788
0.998438893844781,0.997100802854594,0.999330954504906,0.99821587867975,0.999107939339875,0.998438893844781
0.998438893844781,0.997100802854594,0.999330954504906,0.998438893844781,0.999330954504906,0.998528099910794
0.998438893844781,0.996877787689563,0.999330954504906,0.998438893844781,0.999553969669938,0.998528099910794
0.998438893844781,0.996877787689563,0.999330954504906,0.998438893844781,0.999553969669938,0.998528099910794
0.998438893844781,0.996654772524532,0.999330954504906,0.998438893844781,0.999330954504906,0.998438893844781
0.998438893844781,0.996654772524532,0.999330954504906,0.998438893844781,0.999330954504906,0.998438893844781
0.998438893844781,0.996654772524532,0.999330954504906,0.998438893844781,0.999330954504906,0.998438893844781
0.998438893844781,0.996654772524532,0.999107939339875,0.998438893844781,0.999330954504906,0.998394290811775
0.998438893844781,0.996654772524532,0.999107939339875,0.998438893844781,0.999330954504906,0.998394290811775
0.998438893844781,0.996654772524532,0.999107939339875,0.998438893844781,0.999330954504906,0.998394290811775
0.998438893844781,0.996654772524532,0.999107939339875,0.998438893844781,0.999330954504906,0.998394290811775
0.998438893844781,0.996877787689563,0.999107939339875,0.998438893844781,0.999330954504906,0.998438893844781
0.998438893844781,0.996654772524532,0.999107939339875,0.998438893844781,0.999330954504906,0.998394290811775
0.998438893844781,0.997100802854594,0.999107939339875,0.998438893844781,0.999330954504906,0.998483496877788
0.998438893844781,0.996877787689563,0.999107939339875,0.998438893844781,0.999553969669938,0.998483496877788
0.998438893844781,0.996877787689563,0.999107939339875,0.998438893844781,0.999553969669938,0.998483496877788
0.998438893844781,0.997100802854594,0.999107939339875,0.998438893844781,0.999553969669938,0.998528099910794
0.998438893844781,0.996877787689563,0.999107939339875,0.998438893844781,0.999553969669938,0.998483496877788
0.99821587867975,0.996877787689563,0.999107939339875,0.998438893844781,0.999553969669938,0.998438893844781
0.998661909009813,0.996877787689563,0.999107939339875,0.998438893844781,0.999330954504906,0.998483496877788
0.998661909009813,0.997323818019625,0.999107939339875,0.998661909009813,0.999107939339875,0.9985727029438
0.998661909009813,0.997323818019625,0.999330954504906,0.998661909009813,0.999107939339875,0.998617305976806
